objectid,GlobalID,AdminState,Plot ID,Plot Key,ProjectName,Office,Crew Number,Date,DateFormat,Observer,Recorder,Person checking values,Person recording values,Comments,Plot Layout,PlotLayoutNotes,Plot Shape,Plot Area,Plot Radius,Plot Length,Plot Width,Are Plant Species Present?,Search Time,All Unknown Codes used,All Species in the form,CreationDate,Creator,EditDate,Editor,AllSpeciesCheck,x,y
32,1777bbd1-4161-4519-9455-fed28787af48,ID,Black-137,ID_BFO_LUP_2022_Black-137_V2,ID_BFO_LUP_2022,IDB02,13,4/26/2024 18:00,2024-04-26,Celine Knudsen,Celine Knudsen,,,,Spoke,,circle,2827.43,30,,,Yes,15,"AF13004, SH13002, AF13006, AF13005, PF13006, PF13008, PF13009, PF13007","OEPA, SPGR2, CETE5, GUSA2, GRSP, ATCO, ARTRW8, BRTE, POSE, DEPI, AFXXXX, SIAL2, TECA2, HOJU, MIGR, PIDE4, SHXXXX, AFXXXX, AFXXXX, PFXXXX, PFXXXX, PFXXXX, PFXXXX, CHVI8",04/30/2024 20:35:06.034,knudsen.celine,05/30/2024 19:21:57.465,nredecker2,"OEPA, SPGR2, CETE5, GUSA2, GRSP, ATCO, ARTRW8, BRTE, POSE, DEPI, AFXXXX, SIAL2, TECA2, HOJU, MIGR, PIDE4, SHXXXX, AFXXXX, AFXXXX, PFXXXX, PFXXXX, PFXXXX, PFXXXX, CHVI8",-116.0411805,42.74293057
33,2c2df828-70d2-4613-8120-cde84d1388fd,ID,PFO2023-069,ID_PFO_LUP_2023_PFO2023-069_V2,ID_PFO_LUP_2023,IDI02,12,5/8/2024 18:00,2024-05-08,Richelle Yunger,Richelle Yunger,Richelle Yunger,Richelle Yunger,Thorn skeletonweed was flagged as sensitive in species richness but was not listed in rare plants survey. ,Spoke,,circle,2827.43,30,,,Yes,21,"PF12004, AF12001, PF12001, PF12002, PF12003, AF12002","POSE, BASA3, BRTE, TRDU, CETE5, EROV, PSSP6, POBU, AGGL, ALAL3, SYAL, SPMU2, PHLO2, AGCR, ELEL5, DEPI, CHTE2, LASE, LOSI2, LUAR3, PHHO, CRAC2, ARTRV, OPPO, ANDI2, JUSC2, JUCO6, PLSP7, PFXXXX, COPA3, DRVE2, AFXXXX, PFXXXX, PFXXXX, PFXXXX, AFXXXX",05/11/2024 15:12:37.281,sean.bishop,05/30/2024 19:21:58.457,nredecker2,"POSE, BASA3, BRTE, TRDU, CETE5, EROV, PSSP6, POBU, AGGL, ALAL3, SYAL, SPMU2, PHLO2, AGCR, ELEL5, DEPI, CHTE2, LASE, LOSI2, LUAR3, PHHO, CRAC2, ARTRV, OPPO, ANDI2, JUSC2, JUCO6, PLSP7, PFXXXX, COPA3, DRVE2, AFXXXX, PFXXXX, PFXXXX, PFXXXX, AFXXXX",-112.9989424,42.08614338
34,f91a9b07-e276-46c7-ab42-6f2a73425924,ID,PFO2023-073,ID_PFO_LUP_2023_PFO2023-073_V2,ID_PFO_LUP_2023,IDI02,12,5/8/2024 18:00,2024-05-08,Sean Bishop,Sean Bishop,,,,Spoke,,circle,2827.43,30,,,Yes,20,"PF12005, AF12003","JUSC2, POSE, ALAL3, PSSP6, POBU, AGCR, DEPI, CETE5, LECI4, ERNA10, BRTE, GUSA2, LIPU11, ZIVE, LOSI2, PHHO, ACHY, ASLE8, PHLO2, ARARA, ANDI2, COTE, PFXXXX, AFXXXX, DRVE2, ERUM, CHDO",05/11/2024 15:32:42.096,sean.bishop,05/30/2024 19:21:59.697,nredecker2,"JUSC2, POSE, ALAL3, PSSP6, POBU, AGCR, DEPI, CETE5, LECI4, ERNA10, BRTE, GUSA2, LIPU11, ZIVE, LOSI2, PHHO, ACHY, ASLE8, PHLO2, ARARA, ANDI2, COTE, PFXXXX, AFXXXX, DRVE2, ERUM, CHDO",-112.9972385,42.05363982
35,a453da22-3bfa-4eba-8112-79d02d12aba9,ID,PFO2023-085,ID_PFO_LUP_2023_PFO2023-085_V2,ID_PFO_LUP_2023,IDI02,12,5/9/2024 18:00,2024-05-09,Richelle Yunger,Richelle Yunger,,,,Spoke,,circle,2827.43,30,,,Yes,15,,"CETE5, POBU, POSE, OPPO, PHLO2, DEPI, CHVI8, ERNA10, AGCR, CHTE2, LEPE2, HAGL, SAVE4, ARTRW8, BRTE",05/11/2024 15:32:43.544,sean.bishop,05/30/2024 19:22:00.792,nredecker2,"CETE5, POBU, POSE, OPPO, PHLO2, DEPI, CHVI8, ERNA10, AGCR, CHTE2, LEPE2, HAGL, SAVE4, ARTRW8, BRTE",-112.9620975,42.04036826
36,d3e3d734-719a-42c5-b96f-a400f538461d,ID,PFO2023-057,ID_PFO_LUP_2023_PFO2023-057_V2,ID_PFO_LUP_2023,IDI02,12,5/9/2024 18:00,2024-05-09,Sean Bishop,Sean Bishop,,,,Spoke,,circle,2827.43,30,,,Yes,15,,"CETE5, AGCR, HAGL, ARTRW8, TRDU, CHVI8, POSE, ERNA10, POBU, PHLO2, DEPI, GRSQ, ALAL3",05/11/2024 15:32:44.995,sean.bishop,05/30/2024 19:22:02.083,nredecker2,"CETE5, AGCR, HAGL, ARTRW8, TRDU, CHVI8, POSE, ERNA10, POBU, PHLO2, DEPI, GRSQ, ALAL3",-112.9154933,42.03432042
37,53c75cdb-e248-42e4-a2cc-2bf065b978b8,ID,USFO2023-047,ID_USFO_LUP_2023_USFO2023-047_V2,ID_USFO_LUP_2023,IDI01,12,5/10/2024 18:00,2024-05-10,Richelle Yunger,Richelle Yunger,Richelle Yunger,Richelle Yunger,,Spoke,,circle,2827.43,30,,,Yes,15,"PF12006, PF12007, PF12008, PF12009, PF12010, PF12011","CHVI8, ARTRW8, ACHY, PHHO, ELEL5, POSE, PSSP6, TRDU, TAOF, LIPU11, ARHO2, PFXXXX, ALAL3, PFXXXX, CAAN7, PFXXXX, ASPU9, PFXXXX, ARARA, PFXXXX, ZIVE, PFXXXX, DEPI",05/11/2024 15:32:46.454,sean.bishop,05/30/2024 19:22:03.189,nredecker2,"CHVI8, ARTRW8, ACHY, PHHO, ELEL5, POSE, PSSP6, TRDU, TAOF, LIPU11, ARHO2, PFXXXX, ALAL3, PFXXXX, CAAN7, PFXXXX, ASPU9, PFXXXX, ARARA, PFXXXX, ZIVE, PFXXXX, DEPI",-113.3957837,43.88572348
38,6a2599cb-b943-4ce6-8a76-4607474c59ab,ID,USFO2023-052,ID_USFO_LUP_2023_USFO2023-052_V2,ID_USFO_LUP_2023,IDI01,12,5/10/2024 18:00,2024-05-10,Sean Bishop,Sean Bishop,,,,Spoke,,circle,2827.43,30,,,Yes,17,"AF12005, AF12004, PF12012","PSSP6, PHHO, ATCO, PHLO2, ARARA, CHVI8, ACHY, KRLA2, POSE, ERMI4, ERNA10, ARHO2, IOAL, CROC, CORA5, ASPU9, CRAC2, CRMO4, AFXXXX, AFXXXX, ANDI2, PFXXXX, ARKI, AGGL, CYAC, GUSA2",05/11/2024 15:32:48.030,sean.bishop,05/30/2024 19:22:04.233,nredecker2,"PSSP6, PHHO, ATCO, PHLO2, ARARA, CHVI8, ACHY, KRLA2, POSE, ERMI4, ERNA10, ARHO2, IOAL, CROC, CORA5, ASPU9, CRAC2, CRMO4, AFXXXX, AFXXXX, ANDI2, PFXXXX, ARKI, AGGL, CYAC, GUSA2",-113.0591108,43.77973351
39,d4cfc5d9-4b2d-4d9c-a99c-36cfc8b66794,ID,SD-291,ID_BFO_LUP_2022_SD-291_V1,ID_BFO_LUP_2022,IDB02,11,5/8/2024 18:00,2024-05-08,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,19,PF11023,"BRTE, ATCO, PIDE4, DEPI, ELEL5, TEGL, SPGR2, CHVI8, ARTRW8, PFXXXX, OPPO, ALNE, CETE5, NALE, CYCO4, PHHO, CRHU2, GRSP, OECA10, ORFA, LAGL5, ERCI6",05/13/2024 15:40:16.503,jordantylerrodriguez,05/30/2024 19:22:05.318,nredecker2,"BRTE, ATCO, PIDE4, DEPI, ELEL5, TEGL, SPGR2, CHVI8, ARTRW8, PFXXXX, OPPO, ALNE, CETE5, NALE, CYCO4, PHHO, CRHU2, GRSP, OECA10, ORFA, LAGL5, ERCI6",-116.1980259,42.77454132
40,e7ce6dd1-9ee1-40cf-b097-e742cb8538f6,ID,BigWD-091,ID_BFO_LUP_2022_BigWD-091_V1,ID_BFO_LUP_2022,IDB02,11,5/9/2024 18:00,2024-05-09,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,21,PF11024,"BRTE, ARTRW8, PIDE4, ELEL5, ATCO, TEGL, PFXXXX, TOFL5, DEPI, HAGL, SPCO, ERCI6, ERNA10, KRLA2, OPPO, ASPU9, GRSP, CAPI4, CRHU2, TRDU, CHDO, POSE",05/13/2024 15:40:18.596,jordantylerrodriguez,05/30/2024 19:22:06.472,nredecker2,"BRTE, ARTRW8, PIDE4, ELEL5, ATCO, TEGL, PFXXXX, TOFL5, DEPI, HAGL, SPCO, ERCI6, ERNA10, KRLA2, OPPO, ASPU9, GRSP, CAPI4, CRHU2, TRDU, CHDO, POSE",-116.2295499,42.79596043
41,559c6112-d29f-4823-88cd-7f7830f6f462,ID,LowWD-229,ID_BFO_LUP_2022_LowWD-229_V1,ID_BFO_LUP_2022,IDB02,11,5/9/2024 18:00,2024-05-09,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,23,"PF11025, PF11026, PF11027","ARTRW8, POSE, BRTE, ZIVE, ERCI6, GIIN2, DEPI, CRCI2, AGGL, PFXXXX, TEGL, LAGL5, MIGR, PLMA4, FEID, OPPO, MEAL6, PFXXXX, CHDO, PHHO, ELEL5, PFXXXX, CETE5, DRVE2, GISI, ERNA10, HOUM",05/13/2024 15:40:20.379,jordantylerrodriguez,05/30/2024 19:22:07.659,nredecker2,"ARTRW8, POSE, BRTE, ZIVE, ERCI6, GIIN2, DEPI, CRCI2, AGGL, PFXXXX, TEGL, LAGL5, MIGR, PLMA4, FEID, OPPO, MEAL6, PFXXXX, CHDO, PHHO, ELEL5, PFXXXX, CETE5, DRVE2, GISI, ERNA10, HOUM",-116.2781736,42.78004233
42,a4840f33-a17d-4096-8e8b-23a036189313,ID,SD-293,ID_BFO_LUP_2022_SD-293_V2,ID_BFO_LUP_2022,IDB02,11,5/10/2024 18:00,2024-05-10,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,18,"AF11008, AF11009, AF11010","SAVE4, BRTE, DEPI, SIAL2, ALAL3, ERTR13, CETE5, ATCA2, ATCO, PIDE4, MAAF, AFXXXX, HAGL, AFXXXX, LAOC3, LEDE, MEAL6, LASE, TESP2, AFXXXX",05/13/2024 15:40:22.743,jordantylerrodriguez,05/30/2024 19:22:09.167,nredecker2,"SAVE4, BRTE, DEPI, SIAL2, ALAL3, ERTR13, CETE5, ATCA2, ATCO, PIDE4, MAAF, AFXXXX, HAGL, AFXXXX, LAOC3, LEDE, MEAL6, LASE, TESP2, AFXXXX",-116.2596321,42.97325077
43,12d274f3-a15d-46f0-b52d-c10b4375466a,ID,BigWD-095,ID_BFO_LUP_2022_BigWD-095_V2,ID_BFO_LUP_2022,IDB02,11,5/10/2024 18:00,2024-05-10,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,17,,"BRTE, POSE, FEID, PSSP6, ARTRV, ARTRW8, ERNA10, TEGL, ATCO, DEPI, ERCI6, AMTE3, CHVI8",05/13/2024 15:40:24.609,jordantylerrodriguez,05/30/2024 19:22:10.374,nredecker2,"BRTE, POSE, FEID, PSSP6, ARTRV, ARTRW8, ERNA10, TEGL, ATCO, DEPI, ERCI6, AMTE3, CHVI8",-116.1883158,42.74635151
44,4c703f18-3ace-4ca1-bf23-a41b64b4c9cc,ID,SD-NR-003,ID_BFO_LUP_2022_SD-NR-003_V1,ID_BFO_LUP_2022,IDB02,11,5/11/2024 18:00,2024-05-11,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,25,,"BRTE, ARTRW8, DEPI, SIAL2, GRSP, ATCO, ARHO2, CASC18, MEAL6, NALE, PIDE4, POSE, KRLA2, HECO26, ACHY, AMTE3, ASIO, MACA2, PHLO2, TEGL, CHVI8, ATCA2, CAPI4, GIIN2, ERMI4, ELEL5, TRDU, ERCI6, STPI, CLLU2, LAOC3",05/13/2024 15:40:26.196,jordantylerrodriguez,05/30/2024 19:22:11.678,nredecker2,"BRTE, ARTRW8, DEPI, SIAL2, GRSP, ATCO, ARHO2, CASC18, MEAL6, NALE, PIDE4, POSE, KRLA2, HECO26, ACHY, AMTE3, ASIO, MACA2, PHLO2, TEGL, CHVI8, ATCA2, CAPI4, GIIN2, ERMI4, ELEL5, TRDU, ERCI6, STPI, CLLU2, LAOC3",-115.8331236,42.75788145
45,8eaa3c28-2741-4d1c-866d-1943209fd1cc,ID,SD-295,ID_BFO_LUP_2022_SD-295_V2,ID_BFO_LUP_2022,IDB02,11,5/11/2024 18:00,2024-05-11,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,19,PF11028,"BRTE, SIAL2, ELTR7, MEAL6, ATCA2, ACHY, PFXXXX, DEPI, POSE, GIIN2, LILE3, HECO26, ELGL",05/13/2024 15:40:27.792,jordantylerrodriguez,05/30/2024 19:22:12.807,nredecker2,"BRTE, SIAL2, ELTR7, MEAL6, ATCA2, ACHY, PFXXXX, DEPI, POSE, GIIN2, LILE3, HECO26, ELGL",-115.8873117,42.74387403
46,c4b541f5-81cf-42e2-9d42-5d6f160e649c,ID,OT2023-NR-006,ID_JFO_LUP_2023_OT2023-NR-006_V1,ID_JFO_LUP_2023,IDT01,03,5/9/2024 18:00,2024-05-09,Brandon Brown,Brandon Brown,Brandon Brown,Brandon Brown,,Spoke,,circle,2827.43,30,,,Yes,20,AF03001,"BRTE, SIAL2, ERNA10, ALDE, ERCI6, ATCA2, ARTRW8, EROV, SATR12, HOUM, BASC5, AGCR, LASE, DEPI, CETE5, CHTE2, POBU, ERTR13, TRDU, AFXXXX",05/13/2024 18:54:35.943,brandon.brown3,05/30/2024 19:22:14.099,nredecker2,"BRTE, SIAL2, ERNA10, ALDE, ERCI6, ATCA2, ARTRW8, EROV, SATR12, HOUM, BASC5, AGCR, LASE, DEPI, CETE5, CHTE2, POBU, ERTR13, TRDU, AFXXXX",-114.8555228,42.71495502
47,71f28670-8d55-4784-a55a-c37e2ae6b489,ID,BSWD2023-022,ID_JFO_LUP_2023_BSWD2023-022_V2,ID_JFO_LUP_2023,IDT01,03,5/9/2024 18:00,2024-05-09,Brandon Brown,Brandon Brown,,,,Spoke,,circle,2827.43,30,,,Yes,15,AG03001,"POSE, BRTE, PHLO2, AGCR, DEPI, PSSP6, SIAL2, SPMU2, PHHO, LECI4, AGXXXX, ARPU9, MIGR",05/13/2024 18:54:37.807,brandon.brown3,05/30/2024 19:22:15.247,nredecker2,"POSE, BRTE, PHLO2, AGCR, DEPI, PSSP6, SIAL2, SPMU2, PHHO, LECI4, AGXXXX, ARPU9, MIGR",-115.0431806,42.62582927
48,d912ba52-1ba3-444a-9037-4fa92f26bf98,ID,BSWD2023-027,ID_JFO_LUP_2023_BSWD2023-027_V1,ID_JFO_LUP_2023,IDT01,03,5/11/2024 18:00,2024-05-11,Brandon Brown,Brandon Brown,Brandon Brown,Brandon Brown,,Spoke,,circle,2827.43,30,,,Yes,15,SH03001,"SIAL2, AGCR, POSE, CETE5, PHLO2, BRTE, ACMI2, POBU, ERTR13, SHXXXX",05/13/2024 18:54:39.665,brandon.brown3,05/30/2024 19:22:16.295,nredecker2,"SIAL2, AGCR, POSE, CETE5, PHLO2, BRTE, ACMI2, POBU, ERTR13, SHXXXX",-115.4348921,42.72077534
49,fbaec0d8-8925-4a6a-9b32-5ce70a2baaff,ID,BSWD2023-021,ID_JFO_LUP_2023_BSWD2023-021_V2,ID_JFO_LUP_2023,IDT01,03,5/12/2024 18:00,2024-05-12,Brandon Brown,Brandon Brown,Brandon Brown,Brandon Brown,,Spoke,,circle,2827.43,30,,,Yes,25,,"TRDU, POSE, PHLO2, DRVE2, HOUM, MIGR, ARTRW8, ASPU9, ANDI2, ELEL5, CETE5, ALNE, ERNA10, AGCR, BRTE, VUMY, CRAC2, DEPI, ASBE3, CHVI8, SIAL2, PHHO, HECO26, CAAN7, ASAT, ERPU2, LOFO, COPA3, ARSP",05/13/2024 18:54:41.398,brandon.brown3,05/30/2024 19:22:17.277,nredecker2,"TRDU, POSE, PHLO2, DRVE2, HOUM, MIGR, ARTRW8, ASPU9, ANDI2, ELEL5, CETE5, ALNE, ERNA10, AGCR, BRTE, VUMY, CRAC2, DEPI, ASBE3, CHVI8, SIAL2, PHHO, HECO26, CAAN7, ASAT, ERPU2, LOFO, COPA3, ARSP",-115.2947755,42.51589903
50,256a51ef-0705-4815-80e7-b690d3eb925a,ID,BSWD2023-024,ID_JFO_LUP_2023_BSWD2023-024_V2,ID_JFO_LUP_2023,IDT01,03,5/12/2024 18:00,2024-05-12,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,45,"PF03021, PF03022, PF03023","POSE, PHLO2, TRDU, ERPU2, PSSP6, LILE3, CHVI8, ASPU9, DEPI, ARTRW8, PASM, AGCR, SIAL2, LECI4, SPMU2, MIGR, CRAC2, PHHO, BRTE, CAAN7, SPGR2, ASBE3, ZIVE, ELEL5, HOUM, DENU2, HECO26, LOFO, BASA3, TOFL5, PFXXXX, PFXXXX, PFXXXX, CETE5",05/13/2024 18:54:43.146,brandon.brown3,05/30/2024 19:22:18.353,nredecker2,"POSE, PHLO2, TRDU, ERPU2, PSSP6, LILE3, CHVI8, ASPU9, DEPI, ARTRW8, PASM, AGCR, SIAL2, LECI4, SPMU2, MIGR, CRAC2, PHHO, BRTE, CAAN7, SPGR2, ASBE3, ZIVE, ELEL5, HOUM, DENU2, HECO26, LOFO, BASA3, TOFL5, PFXXXX, PFXXXX, PFXXXX, CETE5",-115.2545773,42.50500748
51,1a0ceec2-4c15-4662-826a-07bdfdd62b7d,ID,BSWD2023-NR-002,ID_JFO_LUP_2023_BSWD2023-NR-002_V1,ID_JFO_LUP_2023,IDT01,03,5/8/2024 18:00,2024-05-08,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,15,,"AGCR, POSE, CETE5, DEPI, MIGR, LEPE2, SIAL2, ARTRW8, CAAN7, SATR12, ERPU2, BRTE, PHLO2, MESA, TRDU, PSSP6, ACMI2",05/13/2024 19:23:17.478,spencercshaw12,05/30/2024 19:22:19.843,nredecker2,"AGCR, POSE, CETE5, DEPI, MIGR, LEPE2, SIAL2, ARTRW8, CAAN7, SATR12, ERPU2, BRTE, PHLO2, MESA, TRDU, PSSP6, ACMI2",-114.935174,42.41602752
52,9baa5825-c88d-48d9-98a8-bc6baa26bb3b,ID,BSWD2023-016,ID_JFO_LUP_2023_BSWD2023-016_V2,ID_JFO_LUP_2023,IDT01,03,5/8/2024 18:00,2024-05-08,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,15,PF03014,"CETE5, BRTE, SIAL2, AGCR, ERCI6, HOUM, POSE, SATR12, ZIVE, ERNA10, PSSP6, CHTE2, TRDU, MIGR, ERPU2, DEPI, LECI4, LOCO4, BAHO, AMME, ALDE, ARTRT, ASBE3, PFXXXX",05/13/2024 19:23:19.229,spencercshaw12,05/30/2024 19:22:21.444,nredecker2,"CETE5, BRTE, SIAL2, AGCR, ERCI6, HOUM, POSE, SATR12, ZIVE, ERNA10, PSSP6, CHTE2, TRDU, MIGR, ERPU2, DEPI, LECI4, LOCO4, BAHO, AMME, ALDE, ARTRT, ASBE3, PFXXXX",-114.9577249,42.49153315
53,9067296e-5bea-47bf-864f-cc0caf978f22,ID,BSWD2023-026,ID_JFO_LUP_2023_BSWD2023-026_V2,ID_JFO_LUP_2023,IDT01,03,5/10/2024 18:00,2024-05-10,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,15,"PF03015, PF03016, AF03002","POSE, AGCR, SIAL2, DEPI, SATR12, BRTE, TRDU, PFXXXX, PFXXXX, CHTE2, POBU, AFXXXX",05/13/2024 19:23:21.277,spencercshaw12,05/30/2024 19:22:22.588,nredecker2,"POSE, AGCR, SIAL2, DEPI, SATR12, BRTE, TRDU, PFXXXX, PFXXXX, CHTE2, POBU, AFXXXX",-115.1443504,42.67299863
54,24a9406f-ef8f-483c-acc6-ed3e6b53c6be,ID,LSWD2023-004,ID_JFO_LUP_2023_LSWD2023-004_V1,ID_JFO_LUP_2023,IDT01,03,5/10/2024 18:00,2024-05-10,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,15,"PF03016, PF03017, PF03018","BRTE, POSE, ARTRT, SIAL2, ERNA10, SATR12, MEAL6, ACHY, MACA2, OEPA, PFXXXX, PFXXXX, PFXXXX, GRSP, AGXXXX, CHVI8",05/13/2024 19:23:23.216,spencercshaw12,05/30/2024 19:22:23.899,nredecker2,"BRTE, POSE, ARTRT, SIAL2, ERNA10, SATR12, MEAL6, ACHY, MACA2, OEPA, PFXXXX, PFXXXX, PFXXXX, GRSP, AGXXXX, CHVI8",-115.2451628,42.83922132
55,6b73a2ea-128f-400e-8c2f-f9d7d05ba6f6,ID,BSSH2023-005,ID_JFO_LUP_2023_BSSH2023-005_V2,ID_JFO_LUP_2023,IDT01,03,5/11/2024 18:00,2024-05-11,Spencer Shaw,Spencer Shaw,,,,Spoke,,circle,2827.43,30,,,Yes,15,PF03019,"BRTE, SIAL2, PHLO2, AGCR, POSE, ACMI2, SATR12, TRDU, HECO26, ARTRW8, SPMU2, DENU2, LOFO, PFXXXX",05/13/2024 19:23:24.959,spencercshaw12,05/30/2024 19:22:25.072,nredecker2,"BRTE, SIAL2, PHLO2, AGCR, POSE, ACMI2, SATR12, TRDU, HECO26, ARTRW8, SPMU2, DENU2, LOFO, PFXXXX",-115.6716833,42.75335313
56,83edd8c6-ec94-423f-9235-350bebc159df,ID,06236-01-U103,ID_SAFO_GRSG_2024_06236-01-U103_V2,ID_SalmonFO_ModHAF_2024,IDI04,30,5/13/2024 18:00,2024-05-13,Reina Watkins,Reina Watkins,,,,Spoke,,circle,2827.43,30,,,Yes,40,,"ARTRW8, ARTR4, PSSP6, POSE, PHLO2, ASAT2, EROV, ANMI3, PESI, NOTR2, LOAR5, CAAN7, LERE7, ERMI4, ERPU2, ERCO4, IOAL, STAC, PHHO, COPA3, ANDI2, CRAC2, PEHU, ASLE8, ARHO2, HECO26",05/14/2024 13:16:46.722,rlwatkins@blm.gov_BLM_EGIS,05/30/2024 19:22:26.148,nredecker2,"ARTRW8, ARTR4, PSSP6, POSE, PHLO2, ASAT2, EROV, ANMI3, PESI, NOTR2, LOAR5, CAAN7, LERE7, ERMI4, ERPU2, ERCO4, IOAL, STAC, PHHO, COPA3, ANDI2, CRAC2, PEHU, ASLE8, ARHO2, HECO26",-113.5916771,44.86551585
57,0102d99f-f442-484a-9788-b22741422bf0,ID,FRFO2024-PLNS-069,ID_FRFO_LUP_2024_FRFO2024-PLNS-069_V1,ID_FRFO_LUP_2024,IDB01,02,5/8/2024 18:00,2024-05-08,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,30,"PF02001, PF02002, PF02003, PF02004","TACA8, PHLO2, BAHO, ARTRW8, POSE, LOFO, PHHO, SIAL2, ERCI6, NOTR2, ELEL5, BRTE, PSSP6, LOTR2, ASPU9, CHTE2, PFXXXX, PFXXXX, PFXXXX, PFXXXX, CHJU",05/14/2024 15:55:53.434,mcarlsberg2,05/30/2024 19:22:27.270,nredecker2,"TACA8, PHLO2, BAHO, ARTRW8, POSE, LOFO, PHHO, SIAL2, ERCI6, NOTR2, ELEL5, BRTE, PSSP6, LOTR2, ASPU9, CHTE2, PFXXXX, PFXXXX, PFXXXX, PFXXXX, CHJU",-115.7243155,43.27058002
58,5dad3f14-64e2-45ae-9f51-a715249b43ad,ID,FRFO2024-NR-FTHL-001,ID_FRFO_LUP_2024_FRFO2024-NR-FTHL-001_V1,ID_FRFO_LUP_2024,IDB01,02,5/9/2024 18:00,2024-05-09,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,36,"PF02001, PF02005, PF02006","CETE5, LOTR2, POSE, DENU2, PHLO2, PSSP6, LUCA, PFXXXX, PFXXXX, ARTRV, PFXXXX, BRTE, ASPU9, POBU, SIAL2, TRDU, NOTR2, LIPA5, CHTE2, BAHO, CHJU, GARA, COPA3",05/14/2024 15:55:55.553,mcarlsberg2,05/30/2024 19:22:28.491,nredecker2,"CETE5, LOTR2, POSE, DENU2, PHLO2, PSSP6, LUCA, PFXXXX, PFXXXX, ARTRV, PFXXXX, BRTE, ASPU9, POBU, SIAL2, TRDU, NOTR2, LIPA5, CHTE2, BAHO, CHJU, GARA, COPA3",-115.6517785,43.27274689
59,7617ad97-35da-43ee-9c95-ed740730fb45,ID,FRFO2024-PLNS-067,ID_FRFO_LUP_2024_FRFO2024-PLNS-067_V1,ID_FRFO_LUP_2024,IDB01,02,5/11/2024 18:00,2024-05-11,Maggie Welsh,Maggie Welsh,,,,Spoke,,circle,2827.43,30,,,Yes,30,SH02001,"POSE, BRTE, ARTR2, ARTRW8, PHLO2, CETE5, ALDE, DEIN5, KRLA2, ELEL5, DEPI, DEGL3, SHXXXX, SAVE4, ERPU2",05/14/2024 15:55:56.202,mcarlsberg2,05/30/2024 19:22:29.478,nredecker2,"POSE, BRTE, ARTR2, ARTRW8, PHLO2, CETE5, ALDE, DEIN5, KRLA2, ELEL5, DEPI, DEGL3, SHXXXX, SAVE4, ERPU2",-116.37295,43.25054982
60,c8fd4641-d44b-4bb8-8894-5204fef8f57c,ID,FRFO2024-NR-PLNS-082,ID_FRFO_LUP_2024_FRFO2024-NR-PLNS-082_V1,ID_FRFO_LUP_2024,IDB01,02,5/10/2024 18:00,2024-05-10,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,15,,"CETE5, DEPI, DENU2, CHTE2, LEPE2, AMTE3, ATCO, BRTE, LECI4, CHJU",05/14/2024 15:55:57.240,mcarlsberg2,05/30/2024 19:22:30.678,nredecker2,"CETE5, DEPI, DENU2, CHTE2, LEPE2, AMTE3, ATCO, BRTE, LECI4, CHJU",-115.9979533,43.10905243
61,b1f9ac38-64d6-4333-a3da-f626236afe47,ID,FRFO2024-PLNS-068,ID_FRFO_LUP_2024_FRFO2024-PLNS-068_V1,ID_FRFO_LUP_2024,IDB01,02,5/12/2024 18:00,2024-05-12,Maggie Welsh,Maggie Welsh,,,DEINI is Descurainia incisa,Spoke,,circle,2827.43,30,,,Yes,20,,"POSE, BRTE, SIAL2, DEIN5, DEINI, ELEL5, TRDU",05/14/2024 15:55:57.570,mcarlsberg2,05/30/2024 19:22:31.689,nredecker2,"POSE, BRTE, SIAL2, DEIN5, DEINI, ELEL5, TRDU",-116.4955537,43.23118804
